"S.","Title","Location","Date","Area","Incident.Area","Open.Close.Location","Target","Cause","Summary","Shooter.status","No..of.shooter.suspect","Fatalities","Injured","Total.victims","Policeman.Killed","Age","Employeed..Y.N.","Employed.at","Mental.Health.Issues","Race","Gender","Latitude","Longitude","Month","Year","Day","MJ.Summary","Prior.MH","MH.Details","Legal.Weapons","Obtained.Where","Weapon.Type","Weapon.Details","Main.Source","MH.Source","Extra.Source","Shooting.Type","State"
145,"Ridgewood Post Office","Ridgewood, New Jersey","10/10/91","Former Workplace","-999","Close","Ex-Coworkers","Anger","On October 10, 1991, a 35-year old former postal clerk, apparently seeking revenge for his dismissal, killed his former supervisor with sword and shot her boyfriend at their home. Then entered the post office where he used to work in Ridgewood, New Jersey, and killed two of his former co-workers. After a four-hour standoff with police, the shooter was arrested. Before leaving his apartment, the shooter rigged a homemade bomb of explosives to his front door.","arrested","one",3,0,3,0,"35",-999,"-999","Yes","Black, Black American or African American","Male",40.98213277,-74.11264731,10,1991,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Jersey"
146,"Frontier Junior High School","Moses Lake, Washington","02/02/96","School","Frontier Junior High School","Close","Students+Teachers","Anger","On February 2, 1996, a 14-year-old student walked into his algebra class at Frontier Junior High School in Moses Lake, Washington shooting and killing his teacher before killing two students, one who had bullied him, and wounding another student in the arm. He then held the class hostage and was tackled and held by a teacher until he was apprehended by police.","arrested","one",3,1,4,0,"14",-999,"-999","Yes","White, White American or European American","Male",47.12189424,-119.2750699,2,1996,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington"
147,"San Diego State University","San Diego, California","08/15/96","School","San Diego State University","Close","Teachers","Unknown","On August 15, 1996, a 36-year-old mechanical engineering graduate student at San Diego State University in San Diego, California was set to defend his Master's thesis for the second time. Instead, he pulled a gun he had stashed in a first aid kit in the room and shot twenty-three rounds into the three professors witnessing his defense, killing all three. He was found and arrested in the room, where he had planned to commit suicide but could not do it.","fail to commit suicide and arrested","one",3,0,3,0,"36",-999,"-999","No","White, White American or European American","Male",32.86357277,-117.1281628,8,1996,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California"
148,"Heath High School","West Paducah, Kentucky","12/01/97","School","Health High School","-999","prayer group","Psycho","On December 1, 1997, a 14-year-old student at Heath High School in West Paducah, Kentucky brought stolen guns to campus and began shooting at a prayer group that met every day, killing three students and wounding five others before being arrested. The shooter was later found to have been suffering from paranoid schizophrenia.","arrested","one",3,5,8,0,"14",-999,"-999","Yes","White, White American or European American","Male",37.08506,-88.74422,12,1997,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kentucky"
149,"Appalachian School of Law","Grundy, Virginia","01/16/02","School","Appalachian School of Law","Close","Students+Teachers","Anger","On January 16, 2002, a 43-year-old former student of the Appalachian School of Law in Grundy, Virginia arrived on campus and began shooting. He killed the dean, a professor, a student and wounded three others before being arrested.","arrested","one",3,3,6,0,"43",-999,"-999","No","Black, Black American or African American","Male",37.27537712,-82.09877234,1,2002,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginia"
150,"University of Arizona College of Nursing","Tucson, Arizona","10/28/02","School","University of Arizona","Close","Teachers","Employment/School Related","On October 28, 2002, a 41-year-old nursing student failing out of his classes University of Arizona College of Nursing in Tucson, Arizona arrived on campus and shot three of his professors, killing them all, before committing suicide.","committed suicide","one",3,0,3,0,"41",-999,"-999","No","Other","Male",32.15358905,-110.9677647,10,2002,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arizona"
151,"University of Alabama in Huntsville","Huntsville, Alabama","02/12/10","School","University of Alabama","Close","Coworkers","Psycho","On February 12, 2010, a 44-year old professor went to a faculty meeting at the University of Alabama in Huntsville. She sat quietly at the meeting for 30 or 40 minutes before pulling out a gun, killing three of her coworkers and injuring three others. She was later arrested outside the building.","arrested","one",3,3,6,0,"44",1,"University of Alabama","No","White, White American or European American","Female",34.72827538,-86.6723055,2,2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alabama"
152,"Chardon High School","Chardon, Ohio","02/27/12","School","Chardon High Scool","Close","Students","Terrorism","On February 27, 2012, a 17-year old student entered Chardon High School in Chardon, Ohio, shooting  students in the cafeteria and in the hallway, leaving three students dead and three injured. He then was chased out of the school by a teacher and was arrested outside the school.","arrested","one",3,3,6,0,"17",-999,"-999","Yes","White, White American or European American","Male",41.58025541,-81.20812625,2,2012,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ohio"
153,"North Tulsa, Oklahoma","Tulsa, Oklahoma","04/06/12","Public area","-999","-999","black men","Religion/Race Related","On April 6, 2012, a 19-year old and a 32-year old man went on a deadly shooting spree in Tulsa, Oklahoma, shooting black men at random in an apparently racially motivated attack. Three men died and two were wounded. The victims were chosen at random.","-999","one",3,2,5,0,"19",-999,"-999","No","White, White American or European American","Male",36.13543238,-95.91316117,4,2012,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oklahoma"
154,"University Heights Apartments in Auburn","Auburn, Alabama","06/09/12","School","Apartment Complex","Close","Students","Terrorism","On June 9, 2012, a 22-year old man went to a party in an off-campus apartment complex in Auburn, Alabama. Three people, including two former Auburn University football players, were killed and three others were wounded. The shooter fled the scene and turned himself in a few days later.","arrested","one",3,3,6,0,"22",-999,"-999","-999","Black, Black American or African American","Male",32.60598014,-85.48989253,6,2012,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alabama"
155,"Azana Spa in Brookfield","Brookfield, Wisconsin","10/21/12","Salon, Spa","Azana Spa in Brookfield","Close","Ex-Wife","Psycho","On October 21, 2012, a 45-year old man went to Azana Spa in Brookfield, Wisconsin, where his estranged wife worked. He shot and killed his ex-wife and two of her co-workers and injured four others before committing suicide.","committed suicide","one",3,4,7,0,"45",-999,"-999","No","Black, Black American or African American","Male",43.06396691,-88.12299758,10,2012,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wisconsin"
156,"Los Angeles Police Department","Irvine, California","02/03/13","Former Workplace","-999","Open+Close","Coworker's Family","Anger","On February 3, 2013, a 33-year old former LAPD police officer shot and killed the daughter of a former LAPD captain and her fiance in a parking garage in Irvine, California. The shooter fled the scene and a large manhunt followed until February 12, 2013, during a stand-off  with police at a cabin in the San Bernardino Mountains. The shooter killed one police officer and injured another one before he committed suicide. It is not clear if he took his life before or after the police started to burn down the cabin where he was holed up. ","committed suicide","one",3,1,4,1,"33",-999,"-999","Yes","Black, Black American or African American","Male",33.67803464,-117.773628,2,2013,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California"
157,"Ladera Ranch, Santa Ana, Tustin and Orange","Ladera Ranch, California","02/19/13","Public area","-999","Open+Close","random","Psycho","On February 19, 2013, a 20-year old unemployed, part-time student killed a 20-year old woman at his parent's house. The shooter's parents called 911 when they heard the noise. He drove off in his parents car and went on a killing spree carjacking several cars and shooting at commuters, drivers, and construction workers. He committed suicide when police were approaching. The shooter had left a suicide note that he wrote within an hour of the 911 call his parents made.","committed suicide","one",3,3,6,0,"20",0,"-999","Yes","White, White American or European American","Male",33.54961059,-117.6415707,2,2013,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California"
158,"Ross Township Supervisor Council Meeting","Salisbury , Pennsylvania","08/05/13","Workplace","Ross Township","Close","random","Psycho","On August 5, 2013, an unemployed 59-year old man went to Ross Township's monthly meeting in Salisbury, Pennsylvania, killing three people and injuring four more. The shooter was later restrained and shot in the leg by civilians at the scene. He had been forced to vacate his property of 20 years and had been living out of his car and in abandoned buildings ever since.","arrested","one",3,3,6,0,"59",0,"-999","No","White, White American or European American","Male",39.75344279,-79.08435956,8,2013,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pennsylvania"
159,"Centennial Hill Bar & Grill","Montgomery, Alabama","12/28/13","Restaurant","-999","Close","rapper+random","Anger","Early morning on December 28, 2013, a rapper had a confrontation with an acquaintance before going onstage. Soon after, the acquaintance left and re-entered the building and fired at the rapper. He and another shooter injured 5 and killed 3, including the rapper.","got away","one",3,5,8,0,"-999",-999,"-999","No","Black, Black American or African American","Male",32.34729571,-86.26730242,12,2013,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alabama"
160,"Fort Hood shooting 2","Fort Hood, Texas","04/03/14","Army area","Fort Hood Army Post","Open","Policeman","Psycho","Army Specialist Ivan Lopez, 34, opened fire at the Fort Hood Army Post in Texas, killing three and wounding at least 12 others before shooting himself in the head after engaging with military police. Lt. Gen. Mark A. Milley told reporters that Lopez ""had behavioral health and mental health"" issues. /On April 2, 2014, a 34-year-old Army Specialist began shooting at Fort Hood where he was stationed. He killed 3 military personnel and wounded 16 others before committing suicide. ","committed suicide","one",3,12,15,3,"34",1,"Fort Hood","Yes","Latino","Male",31.141716,-97.777559,4,2014,3,"Army Specialist Ivan Lopez, 34, opened fire at the Fort Hood Army Post in Texas, killing three and wounding at least 12 others before shooting himself in the head after engaging with military police. Lt. Gen. Mark A. Milley told reporters that Lopez ""had behavioral health and mental health"" issues.","Unclear","Lopez ""had a long history of troubling behavior,"" according to the Washington Post, including a history of decieving others, problems in his personal life, and financial difficulties. However, officials found that Lopez exhibited no signals that he could be violent. In the year leading up to the attack, he sought treatment for medical and behavioral health ailments.","
Yes","Local gun store in Killeen, Guns Galore","handgun
",".45-caliber Smith & Wesson handgun","http://www.cnn.com/2014/04/02/us/fort-hood-shooting/ and https://www.washingtonpost.com/news/checkpoint/wp/2015/01/23/army-details-the-downward-spiral-of-the-fort-hood-shooter-ivan-lopez/ and http://www.thedailybeast.com/articles/2014/04/03/soldier-opens-fire-at-fort-hood.html","-","http://www.cnn.com/2014/04/02/us/fort-hood-shooting/ and https://www.washingtonpost.com/news/checkpoint/wp/2015/01/23/army-details-the-downward-spiral-of-the-fort-hood-shooter-ivan-lopez/ and http://www.thedailybeast.com/articles/2014/04/03/soldier-opens-fire-at-fort-hood.html","Mass","Texas"
161,"Nellis Plaza","Las Vegas, Nevada","06/08/14","Restaurant","Café+Walmart","Close","Policeman","Psycho","On the afternoon of June 8, 2014, a man and his wife approached two police officers having lunch in Las Vegas and began shooting, killing them both. The couple then fled to Walmart, where they killed an armed civilian attempting to stop the shooters. The man was killed by police and the woman killed herself at the Walmart.","committed suicide","two",3,0,3,2,"-999",-999,"-999","No","White, White American or European American","Male and Female",36.18931923,-115.3264875,6,2014,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nevada"
